"generated_id","Loyaltyvirtue","Authorityvice","Loyaltyvice","Fairnessvice","Carevirtue","Authorityvirtue","Purityvice","Purityvirtue","Carevice","Fairnessvirtue","author","date.enter","date.exit","followers","guid","date","retweets","favorites","bioname","chamber","district_code","state_abbrev","dim1","dim2","log_likelihood","geo_mean_probability","number_of_votes","number_of_errors","C114","C115","affiliation","Party","partyd","retweets_T","favorites_T"
"416298","0.135154639647591","0.239471554983994","0.166440101853586","0.257217967040861","0.161364100264243","0.193288677652152","0.0657006872890759","0.111481461216505","0.178457360342127","0.107539547943073","repdavejoyce","2013-01-03","","18142","682983897911562240","2016-01-01 17:57:05","0","2","JOYCE, David","House","14","OH","0.256","0.239","-37.03326","0.90301","363","21","TRUE","TRUE","R","Republican","0","0","1.09861228866811"
"416299","0.12529011236453","0.180814713536225","0.0809454315545278","0.216189872272579","0.127034630402515","0.218768664691872","0.126211557890024","0.124568849305901","0.23110691043292","0.208805429532654","reppittenger","2013-01-03","","12627","682984650084462592","2016-01-01 18:00:04","2","0","PITTENGER, Robert","House","9","NC","0.556","0.297","-19.50798","0.94653","355","15","TRUE","TRUE","R","Republican","0","1.09861228866811","0"
"416301","0.242635619372802","0.105276019747163","0.115842330848758","0.124062480207955","0.205159332386395","0.140317116559959","-0.00563906992478875","0.116120917861955","0.0977486730440667","0.136982467870718","sentoddyoung","2011-01-03","","34566","682985913513807872","2016-01-01 18:05:05","2","1","YOUNG, Todd","Senate","0","IN","0.489","0.058","-14.37689","0.91891","170","3","TRUE","TRUE","R","Republican","0","1.09861228866811","0.693147180559945"
"416302","0.215484575606476","0.181604974851349","0.122058221894249","0.181124379671653","0.181315201360893","0.236989299541785","0.00419451874543197","0.177602398840659","0.210751002808499","0.175420922083762","repdebdingell","2015-01-03","","32562","682986706467868672","2016-01-01 18:08:14","4","8","DINGELL, Debbie","House","12","MI","-0.445","-0.013","-17.77051","0.9521","362","10","TRUE","TRUE","D","Democratic","1","1.6094379124341","2.19722457733622"
"416304","0.384653944207175","0.233130567841862","0.200423427714055","0.22436001561448","0.462910323876057","0.316082960467938","0.198667057770649","0.318726139574733","0.299796097401478","0.338227773868479","repderekkilmer","2013-01-03","","23754","682988495837634560","2016-01-01 18:15:21","1","5","KILMER, Derek","House","6","WA","-0.3","-0.066","-29.86544","0.92205","368","18","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.79175946922806"
"416305","0.0587086991793564","0.150946322977144","0.0385801972139803","0.123873576547462","0.13182079878579","0.19602112103708","0.17406978045897","0.165047096884522","0.140347798888239","0.115346079323453","repshimkus","1997-01-03","","26956","682989809648832512","2016-01-01 18:20:34","2","2","SHIMKUS, John M.","House","15","IL","0.373","0.133","-18.55994","0.95082","368","5","TRUE","TRUE","R","Republican","0","1.09861228866811","1.09861228866811"
"416306","0.312945545271409","0.265840495799059","0.182658523784305","0.188359529477259","0.323225062080799","0.326179944183304","0.122498646715211","0.274281386106459","0.203378175059105","0.267424904862916","repjeffries","2013-01-03","","42825","682990276533698560","2016-01-01 18:22:25","1","6","JEFFRIES, Hakeem","House","8","NY","-0.482","-0.088","-21.22126","0.94068","347","13","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.94591014905531"
"416307","0.299661583576614","0.250888573069759","0.145236158773263","0.161443157221082","0.321609650386633","0.300775110923218","0.1043335554927","0.26526954103325","0.196248205338067","0.329409637249285","jahimes","2009-01-03","","64217","682990922427011072","2016-01-01 18:24:59","3","8","HIMES, James A.","House","4","CT","-0.242","-0.26","-40.44305","0.89402","361","16","TRUE","TRUE","D","Democratic","1","1.38629436111989","2.19722457733622"
"416308","0.341614776710367","0.331656921202697","0.285482679806873","0.328898823469498","0.237786258734657","0.428013825235144","0.25265481446538","0.363040924314178","0.352642329496194","0.386371561710753","jahimes","2009-01-03","","64217","682991316771291136","2016-01-01 18:26:33","0","0","HIMES, James A.","House","4","CT","-0.242","-0.26","-40.44305","0.89402","361","16","TRUE","TRUE","D","Democratic","1","0","0"
"416309","0.249395855061126","0.18095621591172","0.157177083385356","0.232210132778245","0.273486239949134","0.272462240311072","0.0959589650592181","0.199014933381353","0.218009599327648","0.285942000313816","usreplong","2011-01-03","","14696","682991486108045312","2016-01-01 18:27:14","1","0","LONG, Billy","House","7","MO","0.567","0.33","-11.04266","0.96804","340","3","TRUE","TRUE","R","Republican","0","0.693147180559945","0"
"416310","0.313874136199448","0.190244079449735","0.155147632897846","0.214919961550023","0.320108500438797","0.356645162767375","0.061221296166162","0.19217396782999","0.280117101044503","0.282289757206742","repjoekennedy","2013-01-03","","422519","682992738288177152","2016-01-01 18:32:12","17","28","KENNEDY, Joseph P. III","House","4","MA","-0.433","-0.127","-19.48305","0.9483","367","8","TRUE","TRUE","D","Democratic","1","2.89037175789616","3.36729582998647"
"416311","0.228547972638288","0.14238563576363","0.126230450147481","0.119231888182085","0.213222715652414","0.245515408879613","0.0403682566234568","0.180827678990456","0.157826735425289","0.114520468767996","sencorygardner","2011-01-03","","94432","682995261384216576","2016-01-01 18:42:14","8","12","GARDNER, Cory","Senate","0","CO","0.456","0.002","-7.09844","0.9591","170","2","TRUE","TRUE","R","Republican","0","2.19722457733622","2.56494935746154"
"416312","0.269507141173172","0.138403112329257","0.199471223433425","0.165089841524308","0.27529771322892","0.222011654731685","0.114085543955492","0.245108640688763","0.203217487661517","0.155490626038296","repscottperry","2013-01-03","","12844","682996739012456448","2016-01-01 18:48:06","2","4","PERRY, Scott","House","4","PA","0.649","-0.339","-25.58661","0.9323","365","15","TRUE","TRUE","R","Republican","0","1.09861228866811","1.6094379124341"
"416313","0.196111599869089","0.183883873216184","0.108335869927499","0.172388205390413","0.183489899513531","0.273205443798824","0.0200425054220126","0.1448969625934","0.235905604289242","0.159734631044663","dorismatsui","2005-03-08","","29189","682999653328097280","2016-01-01 18:59:41","3","10","MATSUI, Doris","House","6","CA","-0.435","-0.177","-29.12741","0.92123","355","19","TRUE","TRUE","D","Democratic","1","1.38629436111989","2.39789527279837"
"416314","0.291977661673438","0.223032735364611","0.147092513140935","0.189673848549402","0.332207897664807","0.316422488832099","0.147498597539686","0.2393009419709","0.187963391883547","0.242368764160697","usrepricknolan","1975-01-03","","11044","682999748609982464","2016-01-01 19:00:04","2","7","NOLAN, Richard Michael","House","8","MN","-0.371","-0.425","-49.47439","0.8716","360","24","TRUE","TRUE","D","Democratic","1","1.09861228866811","2.07944154167984"
"416315","0.253443855319093","0.263874193626559","0.220975701478029","0.268820741916027","0.207036954592687","0.234990708502039","0.166448158862562","0.185912714706552","0.177788610979415","0.237300844985433","reppittenger","2013-01-03","","12627","682999756105236480","2016-01-01 19:00:06","1","0","PITTENGER, Robert","House","9","NC","0.556","0.297","-19.50798","0.94653","355","15","TRUE","TRUE","R","Republican","0","0.693147180559945","0"
"416316","0.28076276720245","0.194664261994117","0.145229076746847","0.155025067097083","0.318802592425273","0.29819053300073","0.173921275988357","0.35662614010929","0.201544951003974","0.158412783105053","tulsipress","2013-01-03","","95480","682999771678642176","2016-01-01 19:00:09","10","32","GABBARD, Tulsi","House","2","HI","-0.28","-0.167","-46.08604","0.87663","350","18","TRUE","TRUE","D","Democratic","1","2.39789527279837","3.49650756146648"
"416317","0.201211065121505","0.235668947456164","0.13392094100719","0.281396872967969","0.233010472659185","0.202563536781111","0.159950163548469","0.168272694804375","0.389337630012695","0.172902694148781","royblunt","1997-01-03","","78174","683003015574482944","2016-01-01 19:13:03","9","9","BLUNT, Roy","Senate","0","MO","0.431","0.288","-1.5217","0.99098","168","0","TRUE","TRUE","R","Republican","0","2.30258509299405","2.30258509299405"
"416318","0.281751289676051","0.171932308959947","0.194407034626292","0.236546229381211","0.278443964295572","0.2834151326247","0.104889223841928","0.277339708328001","0.249282959928305","0.250838090350521","repdandonovan","2015-05-05","","3757","683003466848014336","2016-01-01 19:14:50","0","0","DONOVAN, Daniel M., Jr.","House","11","NY","0.228","0.131","-38.74315","0.89955","366","11","TRUE","TRUE","R","Republican","0","0","0"
"416319","0.329627512054283","0.270282091693069","0.262103603146234","0.278944776684349","0.331188672155775","0.321110786918257","0.203763018501295","0.283696392967388","0.268686584878323","0.297585787786386","reptimmurphy","2003-01-03","2017-10-21",NA,"683003961549451264","2016-01-01 19:16:48","9","16","MURPHY, Timothy","House","18","PA","0.259","0.195","-27.95236","0.92628","365","13","TRUE","TRUE","R","Republican","0","2.30258509299405","2.83321334405622"
"416320","0.247962636107912","0.168959004500731","0.158380966372258","0.203012046106778","0.242108608211383","0.273948947024394","0.0561738580507735","0.148732530916344","0.256529609412466","0.217957649832114","repdelbene","2012-11-06","","22531","683004883402768384","2016-01-01 19:20:28","0","4","DelBENE, Suzan K.","House","1","WA","-0.277","-0.22","-29.09773","0.92398","368","11","TRUE","TRUE","D","Democratic","1","0","1.6094379124341"
